user;Comment;Label
_BayuSapta; orang yg ngetawain dan ngejokes Mbak pusn mungkin dia belum ketemu langsung. sebaik dan se humbleâ€¦ https://t.co/LUd7xwWYLS;NON-CYBERBULYING
wolfgankk77; SI PALING WONG CILIK, NYATANYA ORANG LICIK;CYBERBULLYING
paruuuuru48; Wong cilik beli hoodie disini https://t.co/GxuPT72okf https://t.co/Aolh0tH3Gy;NON-CYBERBULYING
nurhayatimualif; Nyimak koment teman-teman saja....;NON-CYBERBULYING
lahirdimarsss; siapa yg bayar?;NON-CYBERBULYING
Ma_vwxyz; Saya dukung mba puan penerus ketum PDIP, tapi utk nyapres belum waktunya mba;CYBERBULLYING
yaelaadi; Ah yg benerr;NON-CYBERBULYING
yellowdim; Suddenly jadi wong cilik;CYBERBULLYING
aufacanteen; Tinggal dihalalkan nih. Pasangan yang cocok. Smoga samawa;CYBERBULLYING
SafriNuntung; Komennya kompak semua..ðŸ˜ðŸ˜ðŸ˜;NON-CYBERBULYING
fremipanggah; geli;NON-CYBERBULYING
mfaizolr; aku padamu Buuu ðŸ˜‚;NON-CYBERBULYING
Rudvan77; Koreksi bu. 1. Wong cilik buah nya bukan buah durian. Apa ibu tidak tau berapa harga durian dan beâ€¦ https://t.co/f1tFFA2RrN;CYBERBULLYING
fajarpwtn; Beliau ini membeliaukan https://t.co/bpyadcASUq;NON-CYBERBULYING
dinanrep25; ðŸ¤£;NON-CYBERBULYING
Feryira69096960; AVV mbak rara ðŸ˜;NON-CYBERBULYING
SusiloDarmawa18;" Hemmmm kok pede beud ini,, kakekmu teriak teriak dialam kubur tuh, ""hentikan anak dan cucuku ,jangâ€¦ https://t.co/KEvayb9tvf";NON-CYBERBULYING
Gilanggot; Hilih;NON-CYBERBULYING
Ine_Dwine; Tolong tanyain Cak Imin @cakimiNOW , URUSAN KARDUS DUREN APA UDAH BERES ??ðŸ˜‘ðŸ˜‘;NON-CYBERBULYING
88risingf; mingkem bu ngomul lu;NON-CYBERBULYING
ariefrahmanovic; Baru liat warung pecel yang taplak mejanya kinclong kaya meja resepsi kondangan. ðŸ¤ª;CYBERBULLYING
pw_joe; Wkwkwkwkwk;NON-CYBERBULYING
SAttasiky; Asal jangan sampai bawa microphone;NON-CYBERBULYING
Johanes_Batista; Aph iyh dik;NON-CYBERBULYING
noonazkdlin; Rakyat indonesia ki wes pinter2 kok;NON-CYBERBULYING
DidiHarbidi; iya iya;NON-CYBERBULYING
panglima_islam7; Bagi saya haram memilih ini.;NON-CYBERBULYING
UZulfa88; Opo iyoooo??;NON-CYBERBULYING
coyyyou; Typo tuh, licik bukan cilik;NON-CYBERBULYING
barnadi; Bu, sadar gak sih ibu susah jadi presiden? Apalagi temennya itu mimpi aja mau jadi wapres wkwkwk.;NON-CYBERBULYING
galihprabawa; Konsisten jualannya.;NON-CYBERBULYING
SugengRyadi5; https://t.co/2lfj5YfmVg;NON-CYBERBULYING
masaldiagus; Kocyag! Maju terus, bu.;NON-CYBERBULYING
ariefcf__; Gak lagi ngelindur kan?;NON-CYBERBULYING
npratama__; Minta kerjaan dong bu, saya wong cilik yang udah pening gara2 event corona bu.   Cakap cakap aja pâ€¦ https://t.co/t9xrddXae6;NON-CYBERBULYING
dawiguna; ada warung yg mejanya begitu rapi dihias kayak di hotel bintang lima  Bu Puan, marahin tuh timnya, kerja kok setengah2 sih;NON-CYBERBULYING
vvidyapt; ðŸ¤®ðŸ¤®ðŸ¤®ðŸ¤®ðŸ¤®;NON-CYBERBULYING
KantongWiwit; Ora Percoyo Puan ! otw gawe Baliho Seng Gedhe pasang i Jalan;CYBERBULLYING
windyf16; kliatannya gaada wong cilik yg makan disitu?;NON-CYBERBULYING
KAGEYYAAMA; Pake sendal jepit tapi merek nya hermes;CYBERBULLYING
panglima_islam7; Hahahaha hahahahahahahahahahahaha.......wong cilik lg menjerit BBM naik.. Kapan mau nangis lagi buk  ????;NON-CYBERBULYING
rbeensyarw; Partai wong cilik? ðŸ¤£ðŸ¤£ðŸ¤£;NON-CYBERBULYING
hengkira77; BBM NAIK BU ,TOLONG TURUNIN;NON-CYBERBULYING
HambaAllahNo_1; Kayak lagi foto buku tahunan sekolah;CYBERBULLYING
tttembol; Suampis Cok framing e -_-;NON-CYBERBULYING
Kikeyyyyyyy; ngomong ndak ada saringannya;NON-CYBERBULYING
fahmyheafy; BBM naik mah saria ngajedog ayeuna  mah bray;CYBERBULLYING
abang_arief;" izin brrtanya bu. ""wong cilik"" mana bu yang sedang diperjuangkan?";NON-CYBERBULYING
iyaapis; afkH iYh;NON-CYBERBULYING
irwan_krnwn; Harus ganti sutradara kayanya nih.  Kaya gini warung pecel wong cilik...gaul geura jeung rakyat. https://t.co/M7oyttD03q;NON-CYBERBULYING
wonggendeng45; wiih cilik banget, otaknya;NON-CYBERBULYING
AchmadI06830268; Warung pecel penampilan  mewah;NON-CYBERBULYING
wrrrwerrrrrr; L;NON-CYBERBULYING
therusc; wow twrkejodðŸ˜±;NON-CYBERBULYING
ardinata_9; Hayo rara manis, balik kandang yok;NON-CYBERBULYING
ehDimaz; Kok taplaknya gak ada gambar rokok apache nya bu? Warung pecelnya wong cilik kan nggeh?;NON-CYBERBULYING
afifaaaaaahhhhh; Lebih percaya adam anaknya inulðŸ˜Œ;CYBERBULLYING
agunsetiawn; Gk nangis dulu bu waktu bbm naik? ðŸ˜‚;NON-CYBERBULYING
Lorbuk; Partainya wong cilik https://t.co/PL9Phl7g8Z;NON-CYBERBULYING
mhmdfakhrii; affh iyyh;NON-CYBERBULYING
syarifudin_kgk; Wkwkwkwkwwk;NON-CYBERBULYING
RifqiAnung; Bude, tim medsosnya masa ga riset. Warung pecel wong cilik selalu ada kaleng krupuk warna biru;NON-CYBERBULYING
v3_none; Keliatan settingannya itu warung,msh aja mau nipu rakyat ahh...awas keselek duren ðŸ˜‚ðŸ˜‚;NON-CYBERBULYING
m_fatchurrohman; Bubarke partaimu hhh;NON-CYBERBULYING
doyan_makanenak; Warung pecel wong cilik mejanya ndak pake taplak putih bersih koyok ngene buk ðŸ¤£;CYBERBULLYING
Pranaa__; Dmn warungnya kok meja kursinya disarungin .. jd pengen nyoba makan di sanaa ðŸ¥¹;NON-CYBERBULYING
Ad180818;" Kok tiba"" ngantuk yooðŸ¥± Mau tidur dlu biar mimpi seluruh masyarakat indonesia jadi cerdas di 2024ðŸ˜´ðŸ˜´ðŸ˜´ Hmm... apalah daya";NON-CYBERBULYING
AndriFH21; Warung pecel lele udah pake tenda hajatan yah?;NON-CYBERBULYING
bravo_speed; Gw bakal golput coeng;NON-CYBERBULYING
vdhouzbin2; Numpang ngakak ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚;NON-CYBERBULYING
_nurulkr; Warung pecel lele emangnya ada yang mejanya ditaplakin gitu ya;NON-CYBERBULYING
13persen; warung apaan yang mejanya kayak meja rapat umum pemegang saham bbri;CYBERBULLYING
ukhtisolikahh; Partainya wong sendal jepit cangkemman. Aku sek nganggo swallow ra sudi ngakoni dapuranmu iki;CYBERBULLYING
DeokSun7; Saya gak pernah liat ibu pake sendal jepit.;NON-CYBERBULYING
Nangim__; Yakin dik??;NON-CYBERBULYING
Marrphell_30; Merendah untuk mencari suara rakyat?;NON-CYBERBULYING
BakiHanma_Gear2; Krupuk e lho ndang dipangan, bu. Mlempem engkok;CYBERBULLYING
Titupurnama; https://t.co/SFNI30Q9iX;NON-CYBERBULYING
RakhmadIrawan9; MAKJANG KOMENNYA SERASA DI KEBUN CABE. PEDESNYA TERASA KE UBUN-UBUN.;NON-CYBERBULYING
FuLaros; Kapan masuk gorong2 bu??? Wong cilik rindu.;NON-CYBERBULYING
iyelmnjauh; ngeri tweetnya slalu bahas wong cilik, tapi kelakuannya arogan kaya ... (sebagian teks hilang) https://t.co/pzZJFm13nG;NON-CYBERBULYING
zikakbar; Info pecel ayam enak boss @bengbengmanto;NON-CYBERBULYING
sapiojerk; pencitraan ewh;NON-CYBERBULYING
AsrulRahmadii; ðŸ¤®ðŸ¤®ðŸ¤®ðŸ¤®ðŸ¤®ðŸ¤®ðŸ¤®ðŸ¤®ðŸ¤®ðŸ¤®ðŸ¤®ðŸ¤®ðŸ¤®ðŸ¤®ðŸ¤®ðŸ¤®ðŸ¤®ðŸ¤®ðŸ¤®ðŸ¤®ðŸ¤®ðŸ¤®ðŸ¤®ðŸ¤®ðŸ¤®ðŸ¤®ðŸ¤®ðŸ¤®ðŸ¤®ðŸ¤®ðŸ¤®ðŸ¤®ðŸ¤®ðŸ¤®ðŸ¤®ðŸ¤®ðŸ¤®ðŸ¤®ðŸ¤®ðŸ¤®ðŸ¤®ðŸ¤®ðŸ¤®ðŸ¤®ðŸ¤®ðŸ¤®ðŸ¤®ðŸ¤®ðŸ¤®ðŸ¤®ðŸ¤®ðŸ¤®ðŸ¤®ðŸ¤®ðŸ¤®ðŸ¤®ðŸ¤®ðŸ¤®ðŸ¤®ðŸ;NON-CYBERBULYING
BakiHanma_Gear2; Wong cilik aja lagi susah beli makan;NON-CYBERBULYING
bryceoffgalee; @starsinmyarm ayo mkan pcel biar ky puan ðŸ‘‰ðŸ‘ˆ;NON-CYBERBULYING
secret1789; sehat sehat bu puan, saya harap kalo ibu sudah tidak sanggup menompang beban wong cilik dipersilahâ€¦ https://t.co/s1kJ7paDiI;NON-CYBERBULYING
lleserafim; Sy setuju bu!!!  #BANNEDPuanMaharani #PuanMaharaniBlacklist https://t.co/tZQcNtRkhJ;NON-CYBERBULYING
santosoahong;" ""Tidak di kantor, tidak di rumah, pertemuan hari ini di warung pecel."" baca dengan nada mursyid";CYBERBULLYING
yudhaarmadib; Bacoddd lu;NON-CYBERBULYING
mazpree; Rakyat ibarat sandal jepit udah diinjak terus dijepit biar bisa dibeli suaranya. Maksud gitu khan bu;CYBERBULLYING
hewanpemaLas; buk bangun buk twitnya kena ratioðŸ˜”;NON-CYBERBULYING
jajajajaja_mimi; Ingat ingat wajah ni photo ini ya guyss..sebagai bahan referensi dan pertimbangan kita mengambil hâ€¦ https://t.co/0ByUCDvYHP;NON-CYBERBULYING
mekelanggelo; Mbak puan mau maju ama orang yg maling PKB dari gusdur, makin banyak yg golput mbak puaaaaan, mendâ€¦ https://t.co/5roXPO12jq;NON-CYBERBULYING
nxyzja; afhh iyhh nenek puan;NON-CYBERBULYING
ovvan_27; @far_nbl;NON-CYBERBULYING
slightsterin; aokwoakwoskowkwok nice try. smgt main peran jd wong ciliknya bu ðŸ¤ª;NON-CYBERBULYING
gilang_ir29; Moncong mu te tante bangsattt;NON-CYBERBULYING
nvnpras; Salah satu peremPuan terhebat di Indonesia, sangar bu hhe30000x;CYBERBULLYING
Rudi18534162; https://t.co/mzMZ6UqtvX;NON-CYBERBULYING
dnrnurama; Wong cilik podol golejra;CYBERBULLYING
AdiAwk; Emang partai mana si yg partainya wong gedhe?;NON-CYBERBULYING
kipadkumislelee; mantap bukk, lanjoetkan. besok sudah bisa main film;CYBERBULLYING
AgungPutrosuryo; Ketemu neng kantor dewan nganggo sandal jepit oleh ra?;NON-CYBERBULYING
TimoSu1; Mau nyapres baru turun tebar pesona, sama kayak anak partai biru. Jabatan didapat karena GA orangâ€¦ https://t.co/YwaqJC5mZz;NON-CYBERBULYING
akutori_; Partainya wong cilik https://t.co/Mceaf5bQap;NON-CYBERBULYING
fahmimahsuni23; ðŸŽ™ï¸ ðŸ“´;NON-CYBERBULYING
yoicheiy; ah masa;NON-CYBERBULYING
Noeraniiii; Saya gaikutan bu, tangkepin aja yg lain ðŸ™ðŸ»;NON-CYBERBULYING
juggernautee; masih partai wong cilik bu? kenapa ibu ga nangis, waktu bbm naik?;NON-CYBERBULYING
bow_wow91; Ga ada warung pecel begitu;NON-CYBERBULYING
haudiintrovert; tdk ad yg mnarik ðŸ™;NON-CYBERBULYING
heinnana; partai wong cilik she said aowkwkwkwkwk;NON-CYBERBULYING
Ceptoni1936; koq komen-komennya.. makin kesini.. koq makin kesanaðŸ¤­ðŸ¤­ðŸ¤­;NON-CYBERBULYING
HardianWijaya8; Ini twitter ga ada menu mute apa?;NON-CYBERBULYING
petanikuda; Terpantau belum ada sentimen positif di repliesnya;NON-CYBERBULYING
dilasubroto; @mediocrickey Beneran itu warung pecel bu? Bukan resto yg menyajikan menu nasi pecel?  Karena setaâ€¦ https://t.co/eqJQgzwGCz;NON-CYBERBULYING
AgumPratama_; Kontradiktif af;NON-CYBERBULYING
pojiks07; Cantik ya pecel lele ada taplak mejanya, secarakan makan pecel lele pakai tangan, apa gk ada itu 1â€¦ https://t.co/Gl2TPQKHmc;CYBERBULLYING
rajarakta; yeah right! https://t.co/2CmHZwS6x9;NON-CYBERBULYING
KSTURNIP;" Asal jangam ketemu diwarung ""Abang Tukang Bakso"" ajalah. Takut dimarahin emak. ðŸ˜ƒðŸ˜ƒðŸ˜ƒ";NON-CYBERBULYING
rizkyedbert; gtu bgt bu https://t.co/fL4BFzSCvC;NON-CYBERBULYING
satriyabayu_; Partainya wong cilik, anggota partainya ngembat bansos buat wong cilik. Mantep PDI, lanjutkan pencitraanmu ðŸ‘;CYBERBULLYING
dirumahmulu; warung mana yg mejanya kek meja hajatan;CYBERBULLYING
WahyuWima; Betul, Wong cilik cuci mulutnya duren. Mantap joss;NON-CYBERBULYING
aahaidir8; wkwk jurus andalannya keluar;NON-CYBERBULYING
jonorony; Tru kah ?;NON-CYBERBULYING
mydi0826; spill tempat bu.. mau cek kebenaran nya;NON-CYBERBULYING
andirsyah; Mau komen gemesh takut diculik tukang bubur ðŸ¨;NON-CYBERBULYING
kripikripik1; partai wong LICIK atau partai wong KIRIK....?;NON-CYBERBULYING
matimurai; Salah ploting warung mba, itu ada tulisan ayam bakar 17rb, mana ada wong cilik makan ditempat yg hâ€¦ https://t.co/gdnkqlIFhD;NON-CYBERBULYING
bimennnnn; Sendalku bedat buu;NON-CYBERBULYING
BiasaAgung; Madhang sik akeh mbak.... Ben kuat le pencitraan.... Mbok ora usah ngomongke partaine wong cilik..â€¦ https://t.co/GFL8G96s8u;NON-CYBERBULYING
Rohadi_DKS; Ho'oh tenan;NON-CYBERBULYING
arivnuno; https://t.co/wU2P43ZzJO;NON-CYBERBULYING
tegoeehh; Kayak foto pre wed ya xixixi piss;CYBERBULLYING
LanangJagad31; Wong cilik ndukung pak Ganjar, bu..  Bukan sampean, apalagi cak Imin!;NON-CYBERBULYING
Soo_mat; Tau siksa kubur gak buk?;NON-CYBERBULYING
Rizky__D; Wong cilik opo wong culik? Bedebah yg suka sukanya pencitraan tau apa? Kami yg tukang Manat manut ini bisa apa?;NON-CYBERBULYING
notreallypram; ibu ibu idamanmu @kinantiws ðŸ™ðŸ¼;NON-CYBERBULYING
asep_amarto; Rakyat baju biru di ujung dan diblur ðŸ˜‚;NON-CYBERBULYING
AlvianBudiSant2; Spill nama warung nya Bu, sepertinya beda sama warung pecel langganan sayaðŸ«¡;CYBERBULLYING
drmaulidah; bagus ya fotonya, Nona Ibu perawatan di mana kah?;NON-CYBERBULYING
AmruRizalBasri_; Semakin yakin untuk tidak memilih ibu;CYBERBULLYING
_paradis3_; @psycheax jangan buka rep an nya;NON-CYBERBULYING
aminbakri17; Dramanya akan segera dimulai, mohon diam penonton.;CYBERBULLYING
uli_khia_kurnia; Wong cilik jangan selalu dijadikan alibi mbak...... saya milih jokowi bukan karena PDIP... saya duâ€¦ https://t.co/DH7ehckDMN;CYBERBULLYING
bmoo31559987; Partai wong cilik membiarkan bbm naik;CYBERBULLYING
budakkorporaat; Oh iki koalisi ne?;NON-CYBERBULYING
ClaiirDeLunee; Tapi itu warung pecel kaum menengah ke atas bu, wong cilik kalo jajan pecel ga di tempat gituan, iâ€¦ https://t.co/hLuMDgLFoL;CYBERBULLYING
teakookiez; bhonk y km;NON-CYBERBULYING
frikyawsem; Hilih bicit;NON-CYBERBULYING
ErenYeager1601; Mbak Puan kalo di perhatiin imut juga ya Ok fix cita2 ku jadi simpanan tante;CYBERBULLYING
sangkamaseang; Semangat Ibu Puan;NON-CYBERBULYING
imyoona077; Awas mules;NON-CYBERBULYING
ZulvaArdiansyah; Heran. Kamu sadar gasi kalau kamu dibenci rakyat;CYBERBULLYING
PinhardA; BU, ITU BENERAN WARUNG PECEL SESUAI GAMBARAN TEMPAT WARUNG YANG DI KONSUMSI MAYORITAS RAKYAT INDONâ€¦ https://t.co/br3IzzEcxa;NON-CYBERBULYING
Oxzigen22; ha ha ha;NON-CYBERBULYING
satrionw__; ðŸ¤£;NON-CYBERBULYING
Cilorjagbar; Njis cuihhh, g usah sok2an peduli rakyat kecil ketika rakyat susah anda masih menikmati pajak rakyat;CYBERBULLYING
setyog01; Wong cilik akhlak'e.. wong cilik utek'e..;CYBERBULLYING
Aldiilan2; sungguh mulia sekali ibu yg satu ini, tapi oh aja;CYBERBULLYING
Wahhyyoou; Ho'Oh Tenan;NON-CYBERBULYING
korestelor; Saya suka, saya suka ðŸ¤ª;NON-CYBERBULYING
semjregypt; Partainya wong asu kabeh;CYBERBULLYING
Sidik25183874; Ra bakal milih sampean bu,lara ati kulo;CYBERBULLYING
ibondoank; Wong licik kaleeee;NON-CYBERBULYING
TukangNy1ny1r; Wong licik manfaatin wong cilik  STOP mbak ngga ada yg mau milih sampean selain kader partai dan keluarganya;CYBERBULLYING
st_whono; Sudahlah ngga usah bilang partai wong cilik, jelata ato apalah..partai ya partai aja. Foto dan narâ€¦ https://t.co/2TSdQTwQQ3;CYBERBULLYING
cebongersgovlok; asslamualaikum Ukhti, Jilbabnya mana Hayoo?? â˜ºï¸â˜ºï¸ https://t.co/4ewZtQsba7;NON-CYBERBULYING
Xighma666; Terlihat ingin merakyat, tapi gagal lho;NON-CYBERBULYING
WisnuArdiant; Tp warung pecel wong cilik g pake taplak putih bu;NON-CYBERBULYING
offtimis; Knp momen kaya gini tuh munculnya pas jelang pemilu;NON-CYBERBULYING
sistiawanto; Partai Wong Licik.;NON-CYBERBULYING
chizucado; mff bgt ak kira ava twt bu puan itu nining 112 mantanðŸ«£ https://t.co/uWPvs4LB3z;NON-CYBERBULYING
tubanesse_man; Usia sudah menjelang sepuh baru bisa bangga jajan di warung pecel. Itupun pasti warung pecel yg maâ€¦ https://t.co/COsaPI5bFF;NON-CYBERBULYING
akangjr01; Heleh wong koyo ngene arane wong kucluk;CYBERBULLYING
msyarifuddinmz; affh iyhh;NON-CYBERBULYING
bagasAvter; KNTL;NON-CYBERBULYING
rheva_bem; Ga nyangka, 2022 masih aja kampanye pake kata2 wong cilik, disaat wong cilik lagi demo, tp di gedung dpr merayakan ultah;NON-CYBERBULYING
Misbachun_aji; Ini warung pecel mana ya bu kok terlihat estetik banget buat di foto. Sama terlihat rapi bgt ada tâ€¦ https://t.co/89ytBVACeL;NON-CYBERBULYING
pedroquixote; Bu fotomu fokusnya miss, malah lebih fokus ke teh anget dan air mineral. Mungkin fotografernya haus;CYBERBULLYING
indra_pui; makk..saya kebelet jd presiden..meski saya ga bisa apa2..tolong makk..;NON-CYBERBULYING
sekarnuranii; Mohon info dong bu, warung mana nih Bu? kok meja kursinya fancy kayak di kondangan Mana ada durennya wkwkwk;NON-CYBERBULYING
fvckyourmoral; manissss cekali;NON-CYBERBULYING
MohFird13991988; Izin numpang,saya bisa upgrade/service Laptop,Komputer,All In One PC,Notebook,Macbook,dll  Daripadâ€¦ https://t.co/zrMdBxuwzx;NON-CYBERBULYING
AnwaerD; ðŸ¤£;NON-CYBERBULYING
mluthfi198; https://t.co/KADeqPK2PH;NON-CYBERBULYING
abdoelazizahmad; Pecel resto;NON-CYBERBULYING
d_bhonk29; Wkwkwkwkw Reply nya hujatan semua, astaghfirullah...;NON-CYBERBULYING
maulinadera28; Hah gmna Bu gmna?;NON-CYBERBULYING
syukur_hidayatt; lawak kau puan;NON-CYBERBULYING
wenkqcaby; Bbm naik diem saja,kompor yg biasa di pake rakyat kecil,mau di ganti kompor lostrik demi menguntunâ€¦ https://t.co/QMXuaDRbWj;CYBERBULLYING
GSwanara; Mba rara bandung ceudeum.. Tiasa di hold heula hujan na. Jemuran rea pisan;CYBERBULLYING
9t9Mbantul; Tak kiro lagi  tunangan ...;NON-CYBERBULYING
AmiAA05823501; Tp kok hobinya menyengsarakan wong cilik ya;NON-CYBERBULYING
_PemudaKabupate; Orang-orang yang ngejokes dan ngetawain Ibu Puan mungkin dia belum tau sehumble dan sebaik apa diaâ€¦ https://t.co/ihNCsZmezA;NON-CYBERBULYING
edo2hh; Mau makan dimana aja, sampean belum pantes jadi presiden pokok e..;CYBERBULLYING
matamataharii; https://t.co/8q8zEaCh06;NON-CYBERBULYING
razgrizero; https://t.co/zzeY8NE0Ly;NON-CYBERBULYING
snts_indra; jangan ngaku2 wong cilik, wong cilik tidak makan pecel sambil foto2 ðŸ¤£;CYBERBULLYING
eskrimstobeli; si paling mangan pecel;CYBERBULLYING
Darisrizal06; Katanya partai wong cilik,tp abang tukang bakso di CYBERBULLYING...;NON-CYBERBULYING
rausanfiq12; Aksi tipu-tipu;NON-CYBERBULYING
AD170KO; Berat mbak..akan berbalik tidak seperti yang diharapkan..waktu yang akan menjawabnya.RahayuðŸ™ðŸ™.;NON-CYBERBULYING
calon_koki; Wong cilik madang pecel dipuluk;CYBERBULLYING
siigiit__; Ciliknya seberapa?;NON-CYBERBULYING
damnitsisni; Warung pecel kok skirting meja nya fancy bgt, mbak rara?;NON-CYBERBULYING
AtnisJaya; Aroma aroma pilpres sudah tercium.;CYBERBULLYING
AlamTimur3; Trah Soekarno itu sudah selesai di Megawati..biarkan @ganjarpranowo meneruskannya.;NON-CYBERBULYING
AkbarLdk; Kok iso yo?;NON-CYBERBULYING
KorupsiY; Saya bersandal jepit tp Alhamdulillah sy bukan wong cilikðŸ˜œðŸ˜œðŸ˜œ;CYBERBULLYING
projonegoro51; M. U. A. K;NON-CYBERBULYING
canigetwarmhug; Spill skincare nya dong queen puan;CYBERBULLYING
ZhaqiewW; ðŸ˜‚ðŸ˜‚ðŸ˜‚...ganti Napa jargon partai ente..udh basi tau jargon partai wong cilik tuh..yg ada PDIP partaiâ€¦ https://t.co/S3Yir0zT6u;NON-CYBERBULYING
aqbastian; Gak usah ngaku2 partai wong cilik lagi deh Bu. Gak merefleksikan kenyataan;CYBERBULLYING
HifniNoor; Affh iyyh;NON-CYBERBULYING
_theguzel; apakah menurut buk puan dg posting makan dan suasana yg mewah ini bisa diblg  partai wong cilik ??â€¦ https://t.co/DFu0lzNMtM;NON-CYBERBULYING
wildysetiabudi; Yang nggak bisa direkayasa: cringe.;NON-CYBERBULYING
sopianmahardika; Di foto ini yg namanya Mba Puan  yg mana ya??? https://t.co/bnKm7RfNoh;NON-CYBERBULYING
buatapa80243573; Wong cilik PO wong licik ? Ming Takon;NON-CYBERBULYING
masumamsx; Wkwkwkwkwk....;NON-CYBERBULYING
AirinAirin_NZ; Partai Kalian emang Partai Wong Cilik..  Tapi kalian..?? Jauh dari Kata itu..  Bahkan utk BerpuraÂ²â€¦ https://t.co/N38OfTohgV;NON-CYBERBULYING
Rendraviola; Terimakasih PDI Keuangan, berkat memilih PDI Keuangan hidup saya penuh Perjuangan;NON-CYBERBULYING
grint_snape; WARUNG PECEL ga pake TAPLAK PUTIH BERSIH keliatan BARU Bu...ibu makan dimana?;NON-CYBERBULYING
MIT_PSbg; Warung wong cilik di mana Bu yg kursinya dilapisi kain putih?;NON-CYBERBULYING
pawachong; Laut dan Kinan ðŸ˜;NON-CYBERBULYING
it__x0; heleh;NON-CYBERBULYING
Fr4nst; Karena kami wong cilik, pendukung tradisional @PDI_Perjuangan dan jg sebagai pemilik suara, maka kâ€¦ https://t.co/sDVzAed4yk;CYBERBULLYING
Abd46424042; Mungkin mksd mbk puan partai penipu wong cilik?;NON-CYBERBULYING
i_erye; Iyh afaa https://t.co/6ct01I7cAn;NON-CYBERBULYING
Boncabejeruk; Makin mirip mbak rara remot ac;CYBERBULLYING
Wajiluby80; Wong cilik,ultah di gedung DPR,wong cilik gak rumasa..ðŸ¥±ðŸ¥±;CYBERBULLYING
rausahmelu2; Menjelang pemilu semua politisi dan partai butuh dan sok dekat dengan wong cilik..halaaah preek akâ€¦ https://t.co/NNuJtJC52c;NON-CYBERBULYING
r_yelwindra; Wong cilik apa wony licik sis???;NON-CYBERBULYING
EmakTahes; Durennya brp tuh mbak;NON-CYBERBULYING
matamera2; Warung mana yg meja nya pakai taplak berlipit dan kursi disarungi?;NON-CYBERBULYING
guudbye_; Warung pecel og mewwwaaaah ngono bu?;NON-CYBERBULYING
Achmad12066589; PDIP KAN PARTAI JUARA KOROPSI, STOP PAKE KALIMAT WONG CILIK , BUSUK...!;CYBERBULLYING
iikfius; Sumpah, beneran mirip banget sama Mbak Rara!;NON-CYBERBULYING
i_ik23; ini mah makan pecel lele udah persiapan untuk sesi pemotretan ,wong cilik ngerti iki;CYBERBULLYING
LemonLe41101496; Itu bkn waruk pecel wing cilik,drama nya keren ngalah2n drakor.  Klu emg partainya wong sendal jepâ€¦ https://t.co/9hwNllMXpK;NON-CYBERBULYING
frmnsvh; Pura-pura merakyat aja Gagal total, apa lagi mimpin, sampahhh;CYBERBULLYING
shofauh1; ðŸ˜…ðŸ˜…ðŸ˜…;NON-CYBERBULYING
muhammaddzurry1; Kalau ngomong yang bener aja lah. Wong cilik apaan ? Aku ini wong cilik, jadi susah kerana mu!;NON-CYBERBULYING
melindacaroli11; Saya pendukung Jokowi krn pribadi beliau, bukan krn dari partai pdip. Next, Ganjar Pranowo.  Saya gak respect sm anda.;NON-CYBERBULYING
SG_barQ; Pengen ngguyu ra sidho;CYBERBULLYING
babysyalalaa; si paling wong cilik;CYBERBULLYING
Dimet_jx_new; Warung mana ini bu? Mewah banget meja nya, warung wong cilik ga gitu bu.  Ahh susah ngomong sama mba rara;NON-CYBERBULYING
DjunedMunir; turunkan hrga BBM buk, sediakan lapangan kerja buat kami, dan berpihaklah kepada rakyat dalam setiâ€¦ https://t.co/p9xUzLXHi4;NON-CYBERBULYING
Mochfilia; Wong cilik ga ada yang cuci mulut nya Duren ..;CYBERBULLYING
pengenlalapan; shilid;NON-CYBERBULYING
Ary12_10;" jargon ""wong cilik"" oleh ""wong licik"" ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£";CYBERBULLYING
